
 ----------------------------------------------

    SimVascular Fluid-Structure Interaction
                  (svFSI v8)

 ----------------------------------------------

 This program comes with ABSOLUTELY NO WARRANTY
 Compiled on 02-23-2019

 Running in parallel with 24 tasks
 Number of meshes: 1
 Reading mesh <msh>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-complete.mesh.vtu>
 Checking IEN array structure for mesh <msh>
 Make sure nodes in elements are arranged 1-4 on
      one face and 5-8 on the opposite face
 Number of available faces: 6
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z1.vtp>
 Number of nodes: 18786
 Number of elements: 15000
 Loading fiber directions
 Mesh data imported successfully
 Domain size X: 0.000000 1.500000
 Domain size Y: 0.000000 2.500E-1
 Domain size Z: 0.000000 5.000000
 Number of equations: 1
 Using preconditioner: Trilinos-ILUT
 Number of imposed BC for equation <vms_struct>: 5
 Configuration is completed successfully
 ParMETIS partitioned the mesh by cutting 2773 elements
 Constructing stiffness matrix sparse structure
 Total number of non-zeros in the LHS matrix: 465966
 Initializing state variables to zero
 Volume of domain 1.874999
 Area of face <X0> is 1.249999
 Area of face <X1s> is 1.250000
 Area of face <Y0> is 7.500000
 Area of face <Y1s> is 7.500000
 Area of face <Z0> is 3.749E-1
 Area of face <Z1> is 3.749E-1

----------------------------------------------------------
Eq     N-i     T      dB   Ri/R0    R/Ri     lsIt  dB  %t
----------------------------------------------------------
 New time step size: 1.000E-4
ST  9294-2  3.90E4  [ -79 2.89E-6 8.13E-7]  [  91 -54  88]
ST  9294-3  3.90E4  [-175 4.9E-11 9.76E-7]  [ 107  -5  92]
ST  9295-1  3.90E4  [   0 2.85E-2 8.90E-7]  [  88 -31  87]
ST  9295-2  3.90E4  [ -79 2.89E-6 8.23E-7]  [  91 -54  88]
ST  9295-3  3.90E4  [-175 4.9E-11 9.43E-7]  [ 106  -4  91]
ST  9296-1  3.90E4  [   0 2.85E-2 8.94E-7]  [  88 -31  87]
ST  9296-2  3.90E4  [ -79 2.89E-6 8.15E-7]  [  91 -54  88]
ST  9296-3  3.90E4  [-175 4.9E-11 9.25E-7]  [ 107  -4  91]
ST  9297-1  3.90E4  [   0 2.85E-2 8.89E-7]  [  88 -31  87]
ST  9297-2  3.90E4  [ -79 2.89E-6 8.19E-7]  [  91 -54  88]
ST  9297-3  3.90E4  [-175 4.9E-11 9.82E-7]  [ 107  -5  91]
ST  9298-1  3.90E4  [   0 2.85E-2 9.01E-7]  [  88 -31  87]
ST  9298-2  3.90E4  [ -79 2.89E-6 8.01E-7]  [  91 -54  87]
ST  9298-3  3.90E4  [-175 4.8E-11 7.74E-7]  [ 108  -7  91]
ST  9299-1  3.90E4  [   0 2.85E-2 8.92E-7]  [  88 -31  87]
ST  9299-2  3.90E4  [ -79 2.89E-6 8.09E-7]  [  91 -54  88]
ST  9299-3  3.90E4  [-175 5.0E-11 8.12E-7]  [ 106  -5  91]
ST  9300-1  3.90E4  [   0 2.85E-2 8.96E-7]  [  88 -31  87]
ST  9300-2  3.90E4  [ -79 2.89E-6 8.01E-7]  [  91 -54  88]
ST  9300-3s 3.90E4  [-175 4.8E-11 6.80E-7]  [ 107  -7  91]
ST  9301-1  3.90E4  [   0 2.85E-2 9.01E-7]  [  88 -31  50]
ST  9301-2  3.90E4  [ -79 2.89E-6 8.03E-7]  [  91 -54  89]
ST  9301-3  3.90E4  [-175 4.9E-11 8.55E-7]  [ 106  -5  91]
ST  9302-1  3.90E4  [   0 2.85E-2 9.03E-7]  [  88 -31  87]
ST  9302-2  3.90E4  [ -79 2.89E-6 7.97E-7]  [  91 -54  88]
ST  9302-3  3.90E4  [-175 4.9E-11 9.45E-7]  [ 106  -4  91]
ST  9303-1  3.90E4  [   0 2.85E-2 8.99E-7]  [  88 -31  87]
ST  9303-2  3.90E4  [ -79 2.89E-6 8.09E-7]  [  91 -54  88]
ST  9303-3  3.90E4  [-175 4.8E-11 8.45E-7]  [ 106  -5  91]
ST  9304-1  3.90E4  [   0 2.85E-2 8.99E-7]  [  88 -31  87]
ST  9304-2  3.90E4  [ -79 2.89E-6 8.05E-7]  [  91 -54  88]
ST  9304-3  3.90E4  [-175 4.9E-11 9.74E-7]  [ 106  -4  91]
ST  9305-1  3.90E4  [   0 2.85E-2 8.96E-7]  [  88 -31  88]
ST  9305-2  3.90E4  [ -79 2.89E-6 8.13E-7]  [  91 -54  88]
ST  9305-3  3.90E4  [-175 4.9E-11 6.93E-7]  [ 106  -6  91]
ST  9306-1  3.90E4  [   0 2.85E-2 8.95E-7]  [  88 -31  87]
ST  9306-2  3.90E4  [ -79 2.89E-6 8.13E-7]  [  91 -54  88]
ST  9306-3  3.90E4  [-175 4.9E-11 8.65E-7]  [ 106  -5  91]
ST  9307-1  3.90E4  [   0 2.85E-2 8.96E-7]  [  88 -31  87]
ST  9307-2  3.90E4  [ -79 2.89E-6 8.16E-7]  [  91 -54  88]
ST  9307-3  3.90E4  [-175 4.9E-11 7.67E-7]  [ 107  -7  91]
ST  9308-1  3.90E4  [   0 2.85E-2 8.92E-7]  [  88 -31  87]
ST  9308-2  3.90E4  [ -79 2.89E-6 8.19E-7]  [  91 -54  88]
ST  9308-3  3.90E4  [-175 4.8E-11 8.43E-7]  [ 107  -6  92]
ST  9309-1  3.90E4  [   0 2.85E-2 8.92E-7]  [  88 -31  87]
ST  9309-2  3.90E4  [ -79 2.89E-6 8.21E-7]  [  91 -54  88]
ST  9309-3  3.90E4  [-174 5.2E-11 8.31E-7]  [ 106  -5  91]
ST  9310-1  3.90E4  [   0 2.85E-2 8.91E-7]  [  88 -31  87]
ST  9310-2  3.90E4  [ -79 2.89E-6 8.20E-7]  [  91 -54  88]
ST  9310-3s 3.90E4  [-175 4.8E-11 9.53E-7]  [ 105  -3  91]
ST  9311-1  3.90E4  [   0 2.85E-2 8.97E-7]  [  88 -31  49]
ST  9311-2  3.90E4  [ -79 2.89E-6 8.02E-7]  [  91 -54  88]
ST  9311-3  3.90E4  [-175 4.8E-11 9.32E-7]  [ 106  -5  91]
ST  9312-1  3.90E4  [   0 2.85E-2 8.98E-7]  [  88 -31  87]
ST  9312-2  3.90E4  [ -79 2.89E-6 7.99E-7]  [  91 -54  88]
ST  9312-3  3.90E4  [-175 4.8E-11 8.55E-7]  [ 107  -6  91]
ST  9313-1  3.90E4  [   0 2.85E-2 8.98E-7]  [  88 -31  87]
ST  9313-2  3.90E4  [ -79 2.89E-6 8.12E-7]  [  91 -54  88]
ST  9313-3  3.90E4  [-175 4.7E-11 9.63E-7]  [ 106  -4  91]
ST  9314-1  3.90E4  [   0 2.85E-2 9.00E-7]  [  88 -31  87]
ST  9314-2  3.90E4  [ -79 2.89E-6 8.11E-7]  [  91 -54  88]
ST  9314-3  3.90E4  [-175 4.8E-11 9.25E-7]  [ 107  -5  91]
ST  9315-1  3.91E4  [   0 2.85E-2 8.94E-7]  [  88 -31  87]
ST  9315-2  3.91E4  [ -79 2.89E-6 8.15E-7]  [  91 -54  88]
ST  9315-3  3.91E4  [-175 4.8E-11 9.38E-7]  [ 106  -4  92]
ST  9316-1  3.91E4  [   0 2.85E-2 9.01E-7]  [  88 -31  87]
ST  9316-2  3.91E4  [ -79 2.89E-6 7.98E-7]  [  91 -54  88]
ST  9316-3  3.91E4  [-175 4.8E-11 8.33E-7]  [ 107  -6  91]
ST  9317-1  3.91E4  [   0 2.85E-2 9.03E-7]  [  88 -31  88]
ST  9317-2  3.91E4  [ -79 2.89E-6 7.96E-7]  [  91 -54  88]
ST  9317-3  3.91E4  [-174 5.0E-11 9.50E-7]  [ 106  -2  91]
ST  9318-1  3.91E4  [   0 2.85E-2 8.98E-7]  [  88 -31  88]
ST  9318-2  3.91E4  [ -79 2.89E-6 8.08E-7]  [  91 -54  88]
ST  9318-3  3.91E4  [-175 4.8E-11 8.53E-7]  [ 107  -5  91]
ST  9319-1  3.91E4  [   0 2.84E-2 8.96E-7]  [  88 -31  87]
ST  9319-2  3.91E4  [ -79 2.89E-6 8.18E-7]  [  91 -54  87]
ST  9319-3  3.91E4  [-175 5.0E-11 9.57E-7]  [ 107  -4  91]
ST  9320-1  3.91E4  [   0 2.84E-2 8.99E-7]  [  88 -31  87]
ST  9320-2  3.91E4  [ -79 2.89E-6 8.09E-7]  [  91 -54  88]
ST  9320-3s 3.91E4  [-175 4.9E-11 9.57E-7]  [ 106  -5  91]
ST  9321-1  3.91E4  [   0 2.84E-2 8.99E-7]  [  88 -31  50]
ST  9321-2  3.91E4  [ -79 2.89E-6 8.01E-7]  [  91 -54  88]
ST  9321-3  3.91E4  [-175 4.7E-11 9.81E-7]  [ 106  -5  91]
ST  9322-1  3.91E4  [   0 2.84E-2 9.03E-7]  [  88 -31  87]
ST  9322-2  3.91E4  [ -79 2.89E-6 7.90E-7]  [  91 -54  88]
ST  9322-3  3.91E4  [-175 4.9E-11 9.03E-7]  [ 106  -5  92]
ST  9323-1  3.91E4  [   0 2.84E-2 8.97E-7]  [  88 -31  87]
ST  9323-2  3.91E4  [ -79 2.89E-6 8.07E-7]  [  91 -54  88]
ST  9323-3  3.91E4  [-175 4.8E-11 8.72E-7]  [ 105  -4  91]
ST  9324-1  3.91E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9324-2  3.91E4  [ -79 2.89E-6 8.00E-7]  [  91 -54  88]
ST  9324-3  3.91E4  [-175 4.9E-11 8.46E-7]  [ 107  -6  91]
ST  9325-1  3.91E4  [   0 2.84E-2 9.04E-7]  [  88 -31  87]
ST  9325-2  3.91E4  [ -79 2.89E-6 7.87E-7]  [  91 -54  87]
ST  9325-3  3.91E4  [-175 4.8E-11 9.31E-7]  [ 106  -4  91]
ST  9326-1  3.91E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9326-2  3.91E4  [ -79 2.89E-6 7.86E-7]  [  91 -54  88]
ST  9326-3  3.91E4  [-175 4.8E-11 7.29E-7]  [ 107  -7  91]
ST  9327-1  3.91E4  [   0 2.84E-2 9.02E-7]  [  88 -31  87]
ST  9327-2  3.91E4  [ -79 2.89E-6 7.94E-7]  [  91 -54  88]
ST  9327-3  3.91E4  [-175 5.0E-11 7.89E-7]  [ 107  -6  91]
ST  9328-1  3.91E4  [   0 2.84E-2 9.03E-7]  [  88 -31  87]
ST  9328-2  3.91E4  [ -79 2.89E-6 7.91E-7]  [  91 -54  88]
ST  9328-3  3.91E4  [-175 4.9E-11 6.37E-7]  [ 108  -8  91]
ST  9329-1  3.91E4  [   0 2.84E-2 9.00E-7]  [  88 -31  87]
ST  9329-2  3.91E4  [ -79 2.89E-6 7.91E-7]  [  91 -54  88]
ST  9329-3  3.91E4  [-175 5.0E-11 8.32E-7]  [ 107  -5  91]
ST  9330-1  3.91E4  [   0 2.84E-2 8.99E-7]  [  88 -31  87]
ST  9330-2  3.91E4  [ -79 2.89E-6 7.86E-7]  [  91 -54  88]
ST  9330-3s 3.91E4  [-175 4.9E-11 9.18E-7]  [ 106  -4  91]
ST  9331-1  3.91E4  [   0 2.84E-2 8.99E-7]  [  88 -31  47]
ST  9331-2  3.91E4  [ -79 2.89E-6 7.90E-7]  [  91 -54  88]
ST  9331-3  3.91E4  [-175 4.9E-11 9.20E-7]  [ 107  -4  91]
ST  9332-1  3.91E4  [   0 2.84E-2 8.98E-7]  [  88 -31  87]
ST  9332-2  3.91E4  [ -79 2.89E-6 7.96E-7]  [  91 -54  88]
ST  9332-3  3.91E4  [-174 5.0E-11 6.76E-7]  [ 107  -6  91]
ST  9333-1  3.91E4  [   0 2.84E-2 8.99E-7]  [  88 -31  87]
ST  9333-2  3.91E4  [ -79 2.89E-6 7.92E-7]  [  91 -54  88]
ST  9333-3  3.91E4  [-175 4.8E-11 7.93E-7]  [ 107  -6  91]
ST  9334-1  3.91E4  [   0 2.84E-2 9.03E-7]  [  88 -31  87]
ST  9334-2  3.91E4  [ -79 2.89E-6 7.95E-7]  [  91 -54  88]
ST  9334-3  3.91E4  [-174 5.0E-11 9.82E-7]  [ 104  -1  91]
ST  9335-1  3.91E4  [   0 2.84E-2 8.97E-7]  [  88 -31  87]
ST  9335-2  3.91E4  [ -79 2.89E-6 8.12E-7]  [  91 -54  88]
ST  9335-3  3.91E4  [-175 5.0E-11 9.30E-7]  [ 106  -4  91]
ST  9336-1  3.91E4  [   0 2.84E-2 9.03E-7]  [  88 -31  87]
ST  9336-2  3.91E4  [ -79 2.89E-6 7.90E-7]  [  91 -54  88]
ST  9336-3  3.91E4  [-174 5.1E-11 7.39E-7]  [ 107  -6  92]
ST  9337-1  3.91E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9337-2  3.91E4  [ -79 2.89E-6 8.01E-7]  [  91 -54  88]
ST  9337-3  3.91E4  [-175 4.8E-11 9.15E-7]  [ 106  -5  91]
ST  9338-1  3.91E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9338-2  3.92E4  [ -79 2.89E-6 7.97E-7]  [  91 -54  72]
ST  9338-3  3.92E4  [-175 4.8E-11 8.90E-7]  [ 106  -5  91]
ST  9339-1  3.92E4  [   0 2.84E-2 9.04E-7]  [  88 -31  87]
ST  9339-2  3.92E4  [ -79 2.89E-6 7.97E-7]  [  91 -54  87]
ST  9339-3  3.92E4  [-175 4.8E-11 9.81E-7]  [ 106  -4  91]
ST  9340-1  3.92E4  [   0 2.84E-2 9.02E-7]  [  88 -31  87]
ST  9340-2  3.92E4  [ -79 2.89E-6 7.97E-7]  [  91 -54  88]
ST  9340-3s 3.92E4  [-175 4.9E-11 7.96E-7]  [ 106  -6  91]
ST  9341-1  3.92E4  [   0 2.84E-2 9.03E-7]  [  88 -31  50]
ST  9341-2  3.92E4  [ -79 2.89E-6 7.94E-7]  [  91 -54  87]
ST  9341-3  3.92E4  [-175 4.9E-11 9.04E-7]  [ 106  -4  91]
ST  9342-1  3.92E4  [   0 2.84E-2 9.03E-7]  [  88 -31  88]
ST  9342-2  3.92E4  [ -79 2.89E-6 7.91E-7]  [  91 -54  88]
ST  9342-3  3.92E4  [-175 4.9E-11 9.83E-7]  [ 106  -4  91]
ST  9343-1  3.92E4  [   0 2.84E-2 9.03E-7]  [  88 -31  87]
ST  9343-2  3.92E4  [ -79 2.89E-6 7.87E-7]  [  91 -54  89]
ST  9343-3  3.92E4  [-175 4.8E-11 7.13E-7]  [ 106  -6  91]
ST  9344-1  3.92E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9344-2  3.92E4  [ -79 2.89E-6 7.99E-7]  [  91 -54  88]
ST  9344-3  3.92E4  [-175 4.7E-11 8.63E-7]  [ 106  -4  91]
ST  9345-1  3.92E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9345-2  3.92E4  [ -79 2.89E-6 7.97E-7]  [  91 -54  88]
ST  9345-3  3.92E4  [-175 4.9E-11 9.11E-7]  [ 106  -4  91]
ST  9346-1  3.92E4  [   0 2.84E-2 8.99E-7]  [  88 -31  88]
ST  9346-2  3.92E4  [ -79 2.89E-6 7.99E-7]  [  91 -54  88]
ST  9346-3  3.92E4  [-175 4.9E-11 9.50E-7]  [ 106  -4  91]
ST  9347-1  3.92E4  [   0 2.84E-2 9.00E-7]  [  88 -31  87]
ST  9347-2  3.92E4  [ -79 2.89E-6 7.96E-7]  [  91 -54  88]
ST  9347-3  3.92E4  [-175 4.8E-11 7.38E-7]  [ 107  -6  91]
ST  9348-1  3.92E4  [   0 2.84E-2 9.04E-7]  [  88 -31  87]
ST  9348-2  3.92E4  [ -79 2.89E-6 7.88E-7]  [  91 -54  87]
ST  9348-3  3.92E4  [-175 4.8E-11 8.40E-7]  [ 107  -6  91]
ST  9349-1  3.92E4  [   0 2.84E-2 9.00E-7]  [  88 -31  87]
ST  9349-2  3.92E4  [ -79 2.89E-6 7.97E-7]  [  91 -54  88]
ST  9349-3  3.92E4  [-175 5.0E-11 7.53E-7]  [ 107  -6  91]
ST  9350-1  3.92E4  [   0 2.84E-2 9.02E-7]  [  88 -31  88]
ST  9350-2  3.92E4  [ -79 2.89E-6 7.93E-7]  [  91 -54  87]
ST  9350-3s 3.92E4  [-175 4.8E-11 9.95E-7]  [ 106  -3  92]
ST  9351-1  3.92E4  [   0 2.84E-2 8.99E-7]  [  88 -31  50]
ST  9351-2  3.92E4  [ -79 2.89E-6 7.97E-7]  [  91 -54  88]
ST  9351-3  3.92E4  [-175 4.8E-11 7.64E-7]  [ 107  -6  91]
ST  9352-1  3.92E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9352-2  3.92E4  [ -79 2.89E-6 7.88E-7]  [  91 -54  72]
ST  9352-3  3.92E4  [-175 4.8E-11 8.69E-7]  [ 106  -5  91]
ST  9353-1  3.92E4  [   0 2.84E-2 9.03E-7]  [  88 -31  87]
ST  9353-2  3.92E4  [ -79 2.89E-6 7.88E-7]  [  91 -54  87]
ST  9353-3  3.92E4  [-175 4.8E-11 9.43E-7]  [ 106  -5  91]
ST  9354-1  3.92E4  [   0 2.84E-2 8.98E-7]  [  88 -31  87]
ST  9354-2  3.92E4  [ -79 2.89E-6 8.00E-7]  [  91 -54  88]
ST  9354-3  3.92E4  [-175 4.8E-11 8.47E-7]  [ 107  -6  91]
ST  9355-1  3.92E4  [   0 2.84E-2 8.98E-7]  [  88 -31  87]
ST  9355-2  3.92E4  [ -79 2.89E-6 8.05E-7]  [  91 -54  88]
ST  9355-3  3.92E4  [-175 4.8E-11 8.65E-7]  [ 106  -5  91]
ST  9356-1  3.92E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9356-2  3.92E4  [ -79 2.89E-6 7.92E-7]  [  91 -54  88]
ST  9356-3  3.92E4  [-175 4.8E-11 7.05E-7]  [ 107  -7  91]
ST  9357-1  3.92E4  [   0 2.84E-2 8.99E-7]  [  88 -31  87]
ST  9357-2  3.92E4  [ -79 2.89E-6 7.81E-7]  [  91 -54  88]
ST  9357-3  3.92E4  [-175 4.9E-11 6.80E-7]  [ 107  -7  82]
ST  9358-1  3.92E4  [   0 2.84E-2 8.98E-7]  [  88 -31  87]
ST  9358-2  3.92E4  [ -79 2.89E-6 7.87E-7]  [  91 -54  87]
ST  9358-3  3.92E4  [-175 4.9E-11 9.00E-7]  [ 105  -3  91]
ST  9359-1  3.92E4  [   0 2.84E-2 8.99E-7]  [  88 -31  87]
ST  9359-2  3.92E4  [ -79 2.89E-6 7.89E-7]  [  91 -54  88]
ST  9359-3  3.92E4  [-175 5.0E-11 8.23E-7]  [ 105  -4  91]
ST  9360-1  3.92E4  [   0 2.84E-2 8.95E-7]  [  88 -31  88]
ST  9360-2  3.92E4  [ -79 2.89E-6 7.93E-7]  [  91 -54  87]
ST  9360-3s 3.92E4  [-175 4.7E-11 7.35E-7]  [ 107  -6  91]
ST  9361-1  3.92E4  [   0 2.84E-2 8.99E-7]  [  88 -31  50]
ST  9361-2  3.92E4  [ -79 2.89E-6 7.92E-7]  [  91 -54  88]
ST  9361-3  3.93E4  [-175 4.8E-11 8.66E-7]  [ 107  -5  91]
ST  9362-1  3.93E4  [   0 2.84E-2 9.04E-7]  [  88 -31  88]
ST  9362-2  3.93E4  [ -79 2.89E-6 7.84E-7]  [  91 -54  88]
ST  9362-3  3.93E4  [-175 4.9E-11 7.94E-7]  [ 106  -5  91]
ST  9363-1  3.93E4  [   0 2.84E-2 9.00E-7]  [  88 -31  87]
ST  9363-2  3.93E4  [ -79 2.89E-6 7.87E-7]  [  91 -54  88]
ST  9363-3  3.93E4  [-175 4.9E-11 8.61E-7]  [ 107  -6  91]
ST  9364-1  3.93E4  [   0 2.84E-2 9.01E-7]  [  88 -31  86]
ST  9364-2  3.93E4  [ -79 2.89E-6 7.82E-7]  [  91 -54  89]
ST  9364-3  3.93E4  [-175 4.8E-11 9.19E-7]  [ 106  -3  91]
ST  9365-1  3.93E4  [   0 2.84E-2 8.98E-7]  [  88 -31  87]
ST  9365-2  3.93E4  [ -79 2.89E-6 7.88E-7]  [  91 -54  88]
ST  9365-3  3.93E4  [-175 4.8E-11 9.74E-7]  [ 106  -4  91]
ST  9366-1  3.93E4  [   0 2.84E-2 8.98E-7]  [  88 -31  87]
ST  9366-2  3.93E4  [ -79 2.89E-6 7.88E-7]  [  91 -54  88]
ST  9366-3  3.93E4  [-175 4.8E-11 8.82E-7]  [ 107  -6  91]
ST  9367-1  3.93E4  [   0 2.84E-2 8.99E-7]  [  88 -31  87]
ST  9367-2  3.93E4  [ -79 2.89E-6 7.82E-7]  [  91 -54  87]
ST  9367-3  3.93E4  [-175 4.9E-11 8.03E-7]  [ 106  -5  91]
ST  9368-1  3.93E4  [   0 2.84E-2 8.98E-7]  [  88 -31  87]
ST  9368-2  3.93E4  [ -79 2.89E-6 7.79E-7]  [  91 -54  88]
ST  9368-3  3.93E4  [-174 5.2E-11 9.39E-7]  [ 104  -1  91]
ST  9369-1  3.93E4  [   0 2.84E-2 9.00E-7]  [  88 -31  87]
ST  9369-2  3.93E4  [ -79 2.89E-6 7.86E-7]  [  91 -54  88]
ST  9369-3  3.93E4  [-175 4.9E-11 8.63E-7]  [ 106  -5  91]
ST  9370-1  3.93E4  [   0 2.84E-2 8.99E-7]  [  88 -31  87]
ST  9370-2  3.93E4  [ -79 2.89E-6 7.86E-7]  [  91 -54  88]
ST  9370-3s 3.93E4  [-175 4.7E-11 7.71E-7]  [ 107  -7  91]
ST  9371-1  3.93E4  [   0 2.84E-2 9.01E-7]  [  88 -31  50]
ST  9371-2  3.93E4  [ -79 2.89E-6 7.84E-7]  [  91 -54  89]
ST  9371-3  3.93E4  [-175 4.7E-11 7.79E-7]  [ 107  -6  91]
ST  9372-1  3.93E4  [   0 2.84E-2 9.01E-7]  [  88 -31  87]
ST  9372-2  3.93E4  [ -79 2.89E-6 7.86E-7]  [  91 -54  88]
ST  9372-3  3.93E4  [-174 5.1E-11 9.62E-7]  [ 105  -2  91]
ST  9373-1  3.93E4  [   0 2.84E-2 9.04E-7]  [  88 -31  87]
ST  9373-2  3.93E4  [ -79 2.89E-6 7.79E-7]  [  91 -54  88]
ST  9373-3  3.93E4  [-175 4.8E-11 8.82E-7]  [ 106  -5  91]
ST  9374-1  3.93E4  [   0 2.84E-2 9.07E-7]  [  88 -31  88]
ST  9374-2  3.93E4  [ -79 2.89E-6 7.68E-7]  [  91 -54  88]
ST  9374-3  3.93E4  [-175 4.7E-11 9.58E-7]  [ 106  -4  91]
ST  9375-1  3.93E4  [   0 2.84E-2 9.10E-7]  [  88 -31  87]
ST  9375-2  3.93E4  [ -79 2.89E-6 7.72E-7]  [  91 -54  88]
ST  9375-3  3.93E4  [-175 4.7E-11 9.40E-7]  [ 105  -3  91]
ST  9376-1  3.93E4  [   0 2.84E-2 9.06E-7]  [  88 -31  85]
ST  9376-2  3.93E4  [ -79 2.89E-6 7.85E-7]  [  91 -54  88]
ST  9376-3  3.93E4  [-175 4.8E-11 7.83E-7]  [ 106  -5  91]
ST  9377-1  3.93E4  [   0 2.84E-2 9.03E-7]  [  88 -31  87]
ST  9377-2  3.93E4  [ -79 2.89E-6 7.80E-7]  [  91 -54  88]
ST  9377-3  3.93E4  [-175 4.7E-11 9.85E-7]  [ 106  -4  91]
ST  9378-1  3.93E4  [   0 2.83E-2 9.07E-7]  [  88 -31  87]
ST  9378-2  3.93E4  [ -79 2.89E-6 7.63E-7]  [  91 -54  88]
ST  9378-3  3.93E4  [-175 4.7E-11 8.21E-7]  [ 107  -6  92]
ST  9379-1  3.93E4  [   0 2.83E-2 9.03E-7]  [  88 -31  87]
ST  9379-2  3.93E4  [ -79 2.88E-6 7.80E-7]  [  91 -54  88]
ST  9379-3  3.93E4  [-175 4.7E-11 7.74E-7]  [ 107  -7  91]
ST  9380-1  3.93E4  [   0 2.83E-2 9.00E-7]  [  88 -31  87]
ST  9380-2  3.93E4  [ -79 2.88E-6 7.78E-7]  [  91 -54  88]
ST  9380-3s 3.93E4  [-175 4.7E-11 9.21E-7]  [ 106  -4  91]
ST  9381-1  3.93E4  [   0 2.83E-2 9.06E-7]  [  88 -31  50]
ST  9381-2  3.93E4  [ -79 2.89E-6 7.70E-7]  [  91 -54  87]
ST  9381-3  3.93E4  [-175 4.7E-11 7.45E-7]  [ 107  -6  91]
ST  9382-1  3.93E4  [   0 2.83E-2 9.03E-7]  [  88 -31  87]
ST  9382-2  3.93E4  [ -79 2.88E-6 7.77E-7]  [  91 -54  88]
ST  9382-3  3.93E4  [-174 5.0E-11 9.26E-7]  [ 106  -3  91]
ST  9383-1  3.93E4  [   0 2.83E-2 9.04E-7]  [  88 -31  87]
ST  9383-2  3.93E4  [ -79 2.88E-6 7.82E-7]  [  91 -54  87]
ST  9383-3  3.93E4  [-175 4.7E-11 9.47E-7]  [ 106  -5  91]
ST  9384-1  3.93E4  [   0 2.83E-2 9.07E-7]  [  88 -31  87]
ST  9384-2  3.93E4  [ -79 2.88E-6 7.67E-7]  [  91 -54  88]
ST  9384-3  3.93E4  [-175 4.7E-11 9.83E-7]  [ 106  -4  91]
ST  9385-1  3.94E4  [   0 2.83E-2 9.09E-7]  [  88 -31  88]
ST  9385-2  3.94E4  [ -79 2.88E-6 7.61E-7]  [  91 -54  88]
ST  9385-3  3.94E4  [-175 4.9E-11 8.55E-7]  [ 105  -3  81]
ST  9386-1  3.94E4  [   0 2.83E-2 9.12E-7]  [  88 -31  88]
ST  9386-2  3.94E4  [ -79 2.88E-6 7.60E-7]  [  91 -54  88]
ST  9386-3  3.94E4  [-175 4.9E-11 9.90E-7]  [ 105  -2  91]
ST  9387-1  3.94E4  [   0 2.83E-2 9.12E-7]  [  88 -31  88]
ST  9387-2  3.94E4  [ -79 2.88E-6 7.57E-7]  [  91 -54  88]
ST  9387-3  3.94E4  [-175 4.7E-11 8.73E-7]  [ 105  -4  91]
ST  9388-1  3.94E4  [   0 2.83E-2 9.11E-7]  [  88 -31  87]
ST  9388-2  3.94E4  [ -79 2.88E-6 7.50E-7]  [  91 -54  87]
ST  9388-3  3.94E4  [-175 4.8E-11 7.82E-7]  [ 106  -5  91]
ST  9389-1  3.94E4  [   0 2.83E-2 9.12E-7]  [  88 -31  87]
ST  9389-2  3.94E4  [ -79 2.88E-6 7.55E-7]  [  91 -54  88]
ST  9389-3  3.94E4  [-175 4.8E-11 9.86E-7]  [ 106  -3  90]
ST  9390-1  3.94E4  [   0 2.83E-2 9.16E-7]  [  88 -31  87]
ST  9390-2  3.94E4  [ -79 2.88E-6 7.49E-7]  [  91 -54  88]
ST  9390-3s 3.94E4  [-175 4.8E-11 8.92E-7]  [ 105  -3  91]
ST  9391-1  3.94E4  [   0 2.83E-2 9.10E-7]  [  88 -31  50]
ST  9391-2  3.94E4  [ -79 2.88E-6 7.55E-7]  [  91 -54  88]
ST  9391-3  3.94E4  [-175 4.9E-11 9.98E-7]  [ 105  -2  91]
ST  9392-1  3.94E4  [   0 2.83E-2 9.07E-7]  [  88 -31  87]
ST  9392-2  3.94E4  [ -79 2.88E-6 7.63E-7]  [  91 -54  89]
ST  9392-3  3.94E4  [-175 4.9E-11 9.99E-7]  [ 105  -2  81]
ST  9393-1  3.94E4  [   0 2.83E-2 9.11E-7]  [  88 -31  87]
